Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance,Display Name,Line_Name,Min_Dist,Cap_MW,Load_Pct,Remain_MW
GENOA ENERGY STORAGE,1840,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,252.0,,,250.0,,,,Full Capacity,,,,napa,CA,PGAE,Northern,Vaca-Lakeville #1 230 kV Line,8/1/2024,8/1/2024,,,Complete,,,,,,38.34043519334569,-122.33850318637457,6.0,55.0,588.2498587181651,0,0.1544296765625907,0.0833485014044441,GENOA ENERGY STORAGE : Vaca-Lakeville #1 230 kV Line,PG&E 115kV,3.4590077863719526,2339,94,140
TOLENAS,1842,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,417.3487,,,400.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Lambie 230 kV,6/1/2026,8/15/2029,,,Complete,,,,,,38.246858836603074,-122.05715025564734,6.0,95.0,471.0181896037096,1,0.0538887349249398,0.0543223079189859,TOLENAS : Lambie 230 kV,PG&E 60kV,1.4024369180357574,558,50,279
BRUSHY,1843,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,400.0,,,400.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Lambie 230 kV,6/1/2026,8/15/2029,,,Complete,,,,,,38.230772613944346,-122.04926638614376,6.0,95.0,408.9682914515131,0,0.0509231867289692,0.0521027392094695,BRUSHY : Lambie 230 kV,PG&E 115kV,0.057598401550749655,298,65,104
KANOA SOLAR,1844,4/7/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,159.418,160.3789,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,glenn,CA,PGAE,Northern,Logan Creek-Delevan 230 kV Line,10/1/2025,10/1/2025,,,Complete,,,,,,39.68092780211485,-122.16246378433188,6.0,21.0,1050.5055982483923,0,0.0204703210352425,0.0916318974423901,KANOA SOLAR : Logan Creek-Delevan 230 kV Line,PG&E 60kV,1.3439691443220534,77,89,8
NORTH BAY ENERGY STORAGE 2,1845,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,102.2112,,,100.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Lakeville 60 kV,6/1/2023,4/1/2025,,,Complete,,,,,,38.4033536288917,-122.73464323668055,6.0,97.0,2048.816883820138,0,0.1407835152079594,0.04635985941238,NORTH BAY ENERGY STORAGE 2 : Lakeville 60 kV,PG&E 115kV,0.22565114720312057,3163,60,1265
WILDHORSE ENERGY CENTER,1846,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,121.55,,,120.0,,,,Full Capacity,,Off-Peak Deliverability,,sonoma,CA,PGAE,Northern,Fulton 230 kV,4/1/2025,4/1/2026,,,Complete,,,,,,38.40299028281137,-122.72716805030372,6.0,97.0,631.3926662313679,1,0.1411828111297789,0.047301826141724,WILDHORSE ENERGY CENTER : Fulton 230 kV,PG&E 115kV,0.11352401727377413,3163,60,1265
DRANEM ENERGY STORAGE,1847,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,710.6,,,700.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 500 kV,6/30/2024,6/30/2024,,,Complete,,,,,,38.22353752399758,-122.06075321837476,6.0,95.0,1202.3303173727754,1,0.0528642446988192,0.0546535676395481,DRANEM ENERGY STORAGE : Vaca-Dixon 500 kV,PG&E 115kV,0.809358975480642,298,65,104
HIGH WINDS STORAGE,1850,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,120.62,,,100.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Birds Landing 230 kV,3/30/2024,11/30/2027,,,Complete,,,,,,38.25154615765899,-122.0843500520442,6.0,95.0,1468.3522593102423,0,0.0620115263613698,0.0623524047146455,HIGH WINDS STORAGE : Birds Landing 230 kV,PG&E 115kV,0.18872704971956064,1050,36,672
BULL RUN,1852,4/6/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,225.0,232.1,,225.0,,,,Full Capacity,,,,butte,CA,PGAE,Northern,Table Mountain 115 kV,12/31/2024,12/31/2024,,,Complete,,,,,,39.6771991478126,-121.72599336401989,6.0,7.0,605.137493868822,0,0.0745732325265588,0.0267585150562385,BULL RUN : Table Mountain 115 kV,PG&E 115kV,0.2828429923138832,678,52,325
BULL RUN 2 ES,1853,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,205.1,,,200.0,,,,Full Capacity,,,,butte,CA,PGAE,Northern,Table Mountain 115 kV,12/31/2024,12/31/2024,,,Complete,,,,,,39.67565049981705,-121.72589904459076,6.0,7.0,1274.9819609882395,0,0.0751828446320094,0.026715601679992,BULL RUN 2 ES : Table Mountain 115 kV,PG&E 115kV,0.23313121136495057,678,52,325
CORBY 2,1854,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,475.96,,,400.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 230 kV,11/30/2025,11/30/2025,,,Complete,,,,,,38.25417662409865,-122.04434471489316,6.0,95.0,952.2829447241824,0,0.0512090932037241,0.0511813666948622,CORBY 2 : Vaca-Dixon 230 kV,PG&E 60kV,0.9371406410154431,573,44,321
ARGES BESS,1856,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,102.15,,,100.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 115 kV,6/1/2024,6/1/2026,,,Complete,,,,,,38.24982543298211,-122.06774321899933,6.0,95.0,2582.86263825683,1,0.0568608400188714,0.0571940594481,ARGES BESS : Vaca-Dixon 115 kV,PG&E 115kV,1.5767057649326077,1050,36,672
BLITZ ENERGY STORAGE,1857,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Fulton 115 kV,6/1/2023,11/1/2025,,,Complete,,,,,,38.39071108263245,-122.73430988153628,6.0,97.0,2298.676222940724,0,0.1177257984996984,0.0488608553180226,BLITZ ENERGY STORAGE : Fulton 115 kV,PG&E 60kV,0.6420952841305347,179,71,52
GRINDSTONE CREEK SOLAR,1858,4/15/2021,ACTIVE,C14,Photovoltaic,,,Solar,,,142.85,,,140.0,,,,Full Capacity,,Off-Peak Deliverability,,tehama,CA,PGAE,Northern,Cottonwood-Delevan #1 and #2 230 kV,8/31/2024,1/15/2027,,,Complete,,,,,,40.09558449530429,-122.1942369098758,6.0,103.0,2062.8074658907967,1,0.025977736795971,0.0947018320995437,GRINDSTONE CREEK SOLAR : Cottonwood-Delevan #1 and #2 230 kV,PG&E 60kV,2.947978677399906,605,57,260
MAYACAMAS GEOTHERMAL,1859,4/15/2021,ACTIVE,C14,Steam Turbine,,,Geothermal,,,53.0,,,53.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Geysers #3-Cloverdale 115 kV Line,2/1/2024,9/10/2027,,,Complete,,,,,,38.432831612523,-122.730242626223,6.0,97.0,2236.150787192578,1,0.2628481690745094,0.0416323866168141,MAYACAMAS GEOTHERMAL : Geysers #3-Cloverdale 115 kV Line,PG&E 115kV,0.30087535551666167,3318,41,1958
MEADOW RIDGE SOLAR AND BATTERY,1860,4/16/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,93.5,19.992,,75.0,,,,Full Capacity,,Off-Peak Deliverability,,shasta,CA,PGAE,Northern,Pit 1-Cottonwood 230 kV Line,12/31/2024,10/1/2030,,,Complete,,,,,,40.57253141109139,-122.28496558749042,6.0,89.0,2356.96370810142,1,0.0861826027927655,0.1021974643855274,MEADOW RIDGE SOLAR AND BATTERY : Pit 1-Cottonwood 230 kV Line,PG&E 60kV,0.1633566632867299,405,51,198
VERBENA ENERGY STORAGE,1862,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,50.5,,,49.2,,,,Full Capacity,,,,sutter,CA,PGAE,Northern,at Switch 125 outside Harter Sub,12/31/2023,6/1/2025,,,Complete,,,,,,39.13805268732509,-121.6585047608932,6.0,101.0,1983.813970642956,1,0.1003742032288771,0.1128094560412952,VERBENA ENERGY STORAGE : at Switch 125 outside Harter Sub,PG&E 60kV,0.9411691240622094,1113,93,78
STONY CREEK STORAGE,1863,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,251.9,,,250.0,,,,Full Capacity,,Off-Peak Deliverability,,tehama,CA,PGAE,Northern,Cottonwood-Delevan #1 and #2 230 kV,8/31/2024,1/15/2027,,,Complete,,,,,,40.103605988463855,-122.23607413975878,6.0,103.0,1820.314533112428,0,0.0268919725340394,0.1137647369635322,STONY CREEK STORAGE : Cottonwood-Delevan #1 and #2 230 kV,PG&E 60kV,0.3080142310097672,122,50,61
TOWNSHIP POWER BANK,1864,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,50.5,,,49.0,,,,Full Capacity,,,,sutter,CA,PGAE,Northern,Greenleaf #1 115 kV Tap,4/1/2025,4/1/2025,,,Complete,,,,,,39.14363016145938,-121.64043893785464,6.0,101.0,2219.8105913840427,0,0.0901633328243215,0.1390701674807832,TOWNSHIP POWER BANK : Greenleaf #1 115 kV Tap,PG&E 60kV,0.28669650756900833,591,62,225
SEAHAWK STORAGE,1865,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,203.699,,,200.0,,,,Full Capacity,,,,santa cruz,CA,PGAE,Northern,Green Valley 115 kV,6/1/2025,6/1/2025,,,Complete,,,,,,36.98596677969199,-121.91599173256314,6.0,87.0,209.4350479219084,1,0.0645140471058579,0.0424301711004766,SEAHAWK STORAGE : Green Valley 115 kV,PG&E 60kV,0.11782281267786263,1260,35,819
TOKAY STORAGE,1866,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,101.888,,,100.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Santa Teresa 115 kV,6/1/2025,6/1/2025,,,Complete,,,,,,37.29340206495098,-121.93143711297884,6.0,85.0,2184.47439952594,1,0.1877179099206485,0.1859162089051924,TOKAY STORAGE : Santa Teresa 115 kV,PG&E 115kV,0.18156559555677898,5607,70,1682
VELAS,1867,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,462.57,,,450.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Schulte 115 kV,11/1/2024,10/1/2027,,,Complete,,,,,,37.946348626810845,-121.31064400567918,6.0,77.0,1193.7452679267265,0,0.6105909859773166,0.1462224003911562,VELAS : Schulte 115 kV,PG&E 60kV,0.14128181906905007,532,34,351
STAGELINE ENERGY STORAGE,1871,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,butte,CA,PGAE,Northern,Palermo 115 kV,6/1/2024,6/1/2024,,,Complete,,,,,,39.68120620698895,-121.71651283057808,6.0,7.0,2032.9381798462405,1,0.076612290732025,0.0263046293193418,STAGELINE ENERGY STORAGE : Palermo 115 kV,PG&E 500kV,0.16270793341146383,2016,85,302
ALLEGHENY ENERGY STORAGE,1872,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,353.2,,,325.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg 115 kV,8/1/2024,8/1/2024,,,Complete,,,,,,37.915977017680085,-122.00413717997876,6.0,13.0,844.4944727695342,0,0.1257703991370683,0.0609615587096967,ALLEGHENY ENERGY STORAGE : Pittsburg 115 kV,PG&E 115kV,1.0729832106525063,3593,78,790
BEOWULF ENERGY STORAGE,1873,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,95.8,,,95.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Evergreen 115 kV,8/1/2024,8/1/2024,,,Complete,,,,,,37.33480837560359,-121.91201715493696,6.0,85.0,1554.6301086736105,1,0.5451487040718307,0.0979396359909587,BEOWULF ENERGY STORAGE : Evergreen 115 kV,PG&E 115kV,0.6506421394744049,6123,43,3490
COMMANDER ENERGY STORAGE,1874,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,504.0,,,500.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg 230 kV,8/1/2024,8/1/2024,,,Complete,,,,,,37.9428632391188,-122.00407901757067,6.0,13.0,2675.6426168071075,1,0.1699119566498938,0.0711480866253363,COMMANDER ENERGY STORAGE : Pittsburg 230 kV,PG&E 115kV,0.4951096591654135,924,85,139
DELILAH ENERGY STORAGE,1875,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,504.0,,,500.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg-Tesla #1 230 kV Line,8/1/2024,8/1/2024,,,Complete,,,,,,37.91658045485095,-122.00365590010006,6.0,13.0,237.66534839236343,0,0.1261957745752419,0.0612572521107683,DELILAH ENERGY STORAGE : Pittsburg-Tesla #1 230 kV Line,PG&E 115kV,1.0299390407163442,3593,78,790
DOUBLE SPRINGS ENERGY STORAGE,1876,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,101.0,,,100.0,,,,Full Capacity,,,,calaveras,CA,PGAE,Northern,Valley Springs 60 kV,11/29/2024,11/29/2024,,,Complete,,,,,,38.17193868180752,-120.65069482275634,6.0,9.0,2965.1595082288977,1,0.0387581901549511,0.0222257932191276,DOUBLE SPRINGS ENERGY STORAGE : Valley Springs 60 kV,PG&E 60kV,1.388834966467778,537,80,107
JAGUAR ENERGY STORAGE,1877,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,252.0,,,250.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Grant-Eastshore #1 115 kV Line,8/1/2024,8/1/2024,,,Complete,,,,,,37.69677753402263,-122.09685386948463,6.0,1.0,821.6484755765687,0,0.042541569854039,0.1225481203276885,JAGUAR ENERGY STORAGE : Grant-Eastshore #1 115 kV Line,PG&E 60kV,0.7273482980543943,1470,84,235
PALMETTO ENERGY STORAGE,1880,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,75.6,,,75.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Oakland C 115 kV,8/1/2024,8/1/2024,,,Complete,,,,,,37.68796637026512,-122.10798786876204,6.0,1.0,1034.1837903606515,1,0.0448569783123283,0.1421687256889564,PALMETTO ENERGY STORAGE : Oakland C 115 kV,PG&E 60kV,0.222472102303983,1767,58,742
SPECTRUM ENERGY STORAGE,1881,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,504.0,,,500.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Tesla-Newark #1 230 kV Line,8/1/2024,8/1/2024,,,Complete,,,,,,37.72791185609504,-122.0861005199417,6.0,1.0,2571.2547577473165,0,0.0392228599476389,0.0851382321184293,SPECTRUM ENERGY STORAGE : Tesla-Newark #1 230 kV Line,PG&E 230kV,1.7458190808599672,5664,90,566
PRESIDIO,1887,4/7/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,356.592,356.592,,350.0,,,,Full Capacity,,Off-Peak Deliverability,,san joaquin,CA,PGAE,Northern,Rancho Seco-Bellota #1 230 kV Line,6/1/2025,5/15/2029,,,Complete,,,,,,37.90667414302371,-121.30285706867808,6.0,77.0,1811.4858668789648,0,0.277370063716829,0.1759837806379657,PRESIDIO : Rancho Seco-Bellota #1 230 kV Line,PG&E 230kV,0.2694911229941568,2073,48,1078
HOLMAN,1889,4/7/2021,ACTIVE,C14,Storage,Wind Turbine,,Battery,Wind Turbine,,756.813,1525.172,,1500.0,,,,Full Capacity,,Off-Peak Deliverability,,monterey,CA,PGAE,Northern,Moss Landing 500 kV,4/1/2028,5/31/2031,,,Complete,,,,,,36.59089045100614,-121.64828987020434,6.0,53.0,2517.701298818989,0,0.0611220301030966,0.0983734378722149,HOLMAN : Moss Landing 500 kV,PG&E 60kV,4.282712978102732,191,37,120
HARMONY STORAGE 2,1892,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,307.878,,,300.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Contra Costa PP 230 kV,10/30/2025,9/1/2026,,,Complete,,,,,,37.93679022421792,-122.00824255576852,6.0,13.0,1534.6711149762302,1,0.1664049776933528,0.0675557212039798,HARMONY STORAGE 2 : Contra Costa PP 230 kV,PG&E 115kV,1.207966523127553,3593,78,790
ADA ENERGY STORAGE,1894,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,505.2,,,500.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Monta Vista 230 kV,8/1/2024,8/1/2024,,,Complete,,,,,,37.32278300288008,-121.92665561884787,6.0,85.0,1033.5529738760083,0,0.3497088126849952,0.1185220508503053,ADA ENERGY STORAGE : Monta Vista 230 kV,PG&E 115kV,1.4965064444208964,14146,45,7780
OAKDALE STORAGE,1895,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,102.672,,,100.0,,,,Full Capacity,,,,stanislaus,CA,PGAE,Northern,Cottle 230 kV,10/30/2025,1/30/2026,,,Complete,,,,,,37.60255296304818,-120.9573253458272,6.0,99.0,1467.443948617089,1,0.0655176828672063,0.0484422031982799,OAKDALE STORAGE : Cottle 230 kV,TID 69kV,0.7142224106921544,2263,36,1448
PATHFINDER STORAGE,1896,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,268.065,,,260.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Weber 60 kV,10/30/2025,9/1/2026,,,Complete,,,,,,37.9461513757943,-121.31393105714204,6.0,77.0,2168.8551499764567,0,0.7349926362421111,0.1410223511288451,PATHFINDER STORAGE : Weber 60 kV,PG&E 60kV,0.20188986344455964,532,34,351
NIGHTSHADE,1898,4/2/2021,ACTIVE,C14,Gas Turbine,Storage,,Natural Gas,Battery,,9.4,27.0,,34.1,,,,Full Capacity,,Off-Peak Deliverability,,contra costa,CA,PGAE,Northern,Kelso 230 kV,3/31/2027,3/31/2027,,,Complete,,,,,,37.942126505582095,-122.03673528326088,6.0,13.0,2126.7472451301173,1,0.2544467074437017,0.0618663410422132,NIGHTSHADE : Kelso 230 kV,PG&E 115kV,1.2032577065892411,924,85,139
BAYLANDS BATTERY,1900,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,250.0,,,250.0,,,,Full Capacity,,,,san mateo,CA,PGAE,Northern,Martin 115 kV,7/27/2025,6/1/2031,,,Complete,,,,,,37.574460402007375,-122.33376354883212,6.0,81.0,1318.365071524023,1,0.1329872744638006,0.0706214128612723,BAYLANDS BATTERY : Martin 115 kV,PG&E 60kV,0.4194037548225635,1466,60,586
GOLDEN FLATS,1903,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,365.12,,,300.0,,,,Full Capacity,,,,stanislaus,CA,PGAE,Fresno,Westly-Quinto 230 kV,11/30/2025,11/30/2025,,,Complete,,,,,,37.63700463123524,-120.9685395358969,6.0,99.0,2771.472610150288,1,0.059751702301802,0.0534665892904537,GOLDEN FLATS : Westly-Quinto 230 kV,MID 110kV,0.16454885403234548,2368,91,213
NORTHEAST CENTRAL VALLEY,1904,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,365.12,,,300.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Bellota 115 kV,11/30/2025,5/1/2029,,,Complete,,,,,,37.89981996907295,-121.32462663201254,6.0,77.0,1042.8487310257456,1,0.2153930289971452,0.1293957089664177,NORTHEAST CENTRAL VALLEY : Bellota 115 kV,PG&E 60kV,0.6042168308522141,134,36,86
ADRIAN STORAGE,1905,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,55.5,,,41.1,,,,Full Capacity,,,,san mateo,CA,PGAE,Northern,Millbrae 60 kV,7/1/2025,7/1/2025,,,Complete,,,,,,37.57068627022148,-122.35872165893775,6.0,81.0,1541.5578276494086,1,0.1520490649064745,0.0647692559844149,ADRIAN STORAGE : Millbrae 60 kV,PG&E 230kV,1.8551937535561958,2990,34,1973
ALVISO ENERGY STORAGE,1906,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Los Esteros 230 kV,6/1/2025,6/1/2026,,,Complete,,,,,,37.2945482595684,-121.93594638839636,6.0,85.0,729.0553939529617,0,0.180953786351325,0.189763402656396,ALVISO ENERGY STORAGE : Los Esteros 230 kV,PG&E 115kV,0.26372873263008545,5607,70,1682
ZORIN STORAGE,1911,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,252.0,,,180.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Newark 230 kV,10/31/2024,10/31/2024,,,Complete,,,,,,37.72273599727592,-122.07645729478648,6.0,1.0,1091.4935557579097,1,0.0379180115230945,0.0875686743181644,ZORIN STORAGE : Newark 230 kV,PG&E 230kV,1.2880757669179288,5664,90,566
KOLA 2,1912,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,365.12,,,300.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Tesla 230 kV,11/30/2025,12/1/2030,,,Complete,,,,,,37.71249791752174,-122.08448177346008,6.0,1.0,1175.2539670816936,1,0.0392134185449091,0.0987790798896857,KOLA 2 : Tesla 230 kV,PG&E 60kV,1.1917594472256943,1470,84,235
OVERLAKE STORAGE,1913,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,62.6,,,46.5,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Dumbarton-Newark 115 kV Line,7/1/2025,7/1/2025,,,Complete,,,,,,37.71646060831473,-122.11029569737852,6.0,1.0,2912.134932572379,0,0.0426207744088931,0.0982663529202597,OVERLAKE STORAGE : Dumbarton-Newark 115 kV Line,PG&E 60kV,2.0142382361276243,1718,58,722
BLACK DIAMOND ES2,1914,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,179.4,,,175.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg 230 kV,6/1/2024,6/1/2024,,,Complete,,,,,,37.91051520851853,-122.0426262371162,6.0,13.0,1665.563923616309,1,0.1418395421004649,0.056200863624257,BLACK DIAMOND ES2 : Pittsburg 230 kV,PG&E 115kV,0.30995313823754733,3593,78,790
SHERMAN ENERGY STORAGE,1915,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Contra Costa PP 230 kV,6/1/2025,6/1/2026,,,Complete,,,,,,37.94999119160636,-122.0171145008061,6.0,13.0,1032.378418281348,0,0.2224896758571986,0.0699472360570519,SHERMAN ENERGY STORAGE : Contra Costa PP 230 kV,PG&E 115kV,0.585762185805122,924,85,139
STIRLING BRIDGE,1916,4/6/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,257.35,250.0,,250.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Bellota 115 kV,12/31/2024,12/31/2024,,,Complete,,,,,,37.91793841283446,-121.3229475671539,6.0,77.0,1351.4942979567763,0,0.3761843918605885,0.1378317756889962,STIRLING BRIDGE : Bellota 115 kV,PG&E 60kV,1.4086104426483972,134,36,86
STIRLING BRIDGE 2 ES,1917,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,102.6,,,100.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Bellota 115 kV,12/31/2024,12/31/2024,,,Complete,,,,,,37.900337500236944,-121.31098603144216,6.0,77.0,2977.317073399199,1,0.2250518880639669,0.1521583752143361,STIRLING BRIDGE 2 ES : Bellota 115 kV,PG&E 230kV,0.40451073524061587,2073,48,1078
KIFER BESS 1,1918,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,50.0,,,50.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,KEN-OKJ 60 kV,10/1/2023,10/1/2023,,,,,,,,,37.31369207891608,-121.89822371489576,6.0,85.0,1640.3111016705254,0,0.5726812269931557,0.1113472579976924,KIFER BESS 1 : KEN-OKJ 60 kV,PG&E 115kV,0.51573248282106,5607,70,1682
SUNBEAM STORAGE,1919,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,100.9,,,65.0,,,,Full Capacity,,,,san mateo,CA,PGAE,Northern,Cooley Landing 60 kV,10/31/2024,10/31/2024,,,Complete,,,,,,37.56883968455379,-122.32073726746452,6.0,81.0,1405.9416232078972,0,0.1139778175972169,0.0775921635178061,SUNBEAM STORAGE : Cooley Landing 60 kV,PG&E 60kV,0.21959870946383483,1466,60,586
ZEUS BESS,1920,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Schulte 115 kV,6/1/2024,6/1/2026,,,Complete,,,,,,37.905190554947325,-121.32482132589224,6.0,77.0,311.00626852392986,1,0.2471696762470373,0.1316804401883952,ZEUS BESS : Schulte 115 kV,PG&E 60kV,0.888342698823892,134,36,86
ALLIUM HYBRID,1921,4/14/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,112.386,112.491,,110.0,,,,Full Capacity,,Off-Peak Deliverability,,san benito,CA,PGAE,Northern,Crazy Horse Canyon-Hollister 115 kV Line,6/1/2025,6/1/2026,,,Complete,,,,,,36.84028891396027,-121.4100189242474,6.0,69.0,1759.0985193669262,1,0.0532132614274014,0.0360134444394066,ALLIUM HYBRID : Crazy Horse Canyon-Hollister 115 kV Line,PG&E 115kV,2.525254789174083,1081,87,141
ALTA CASA STORAGE,1922,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,515.418,,,500.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Tesla 500 kV,6/1/2025,6/1/2026,,,Complete,,,,,,37.94896865710823,-121.2799919830783,6.0,77.0,810.1521654216492,1,0.4852979814534615,0.2102750628497263,ALTA CASA STORAGE : Tesla 500 kV,PG&E 60kV,0.15350855919212797,1088,91,98
EPPS STORAGE,1924,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,305.0,,,300.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Moraga 230 kV,12/15/2023,3/31/2026,,,Complete,,,,,,37.94072091800286,-122.01342928173835,6.0,13.0,288.66374665248657,0,0.1858975080055081,0.0676254707563428,EPPS STORAGE : Moraga 230 kV,PG&E 115kV,1.1310371913197617,924,85,139
EL REY POWER BANK,1928,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,124.3,,,120.0,,,,Full Capacity,,,,monterey,CA,PGAE,Northern,Coburn-Basic Energy 60 kV Line,4/1/2025,4/1/2025,,,Complete,,,,,,36.62374856836846,-121.66841592475156,6.0,53.0,966.8304645152014,1,0.0796936319123339,0.1496354080721697,EL REY POWER BANK : Coburn-Basic Energy 60 kV Line,PG&E 60kV,1.3829516913622157,191,37,120
CAZADORES STORAGE,1929,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,151.3,,,150.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Lammers 115 kV,10/31/2024,10/31/2024,,,Complete,,,,,,37.92476880926253,-121.28322776040098,6.0,77.0,1244.7257601525764,1,0.4183544466187592,0.2626606401895055,CAZADORES STORAGE : Lammers 115 kV,PG&E 60kV,0.8520243533957967,532,34,351
